"API Version","API เวอร์ชัน"
"API:","API:"
"About the calendar","เกี่ยวกับปฏิทิน"
"Access Denied.","ถูกปฏิเสธการเข้าถึง."
"Access Deny","ปฏิเสธการเข้าถึง"
"Access denied","ปฏิเสธการเข้าใช้"
"Access denied.","ปฏิเสธการเข้าใช้."
"Account Created in:","สร้างบัญชีใน:"
"Account Created on (%s):","สร้างบัญชีบน(%s):"
"Account Created on:","สร้างบัญชีบน:"
"Account Information","ข้อมูลบัญชี"
"Account status","สถานะบัญชี"
"Account successfully saved","บันทึกบัญชีเรียบร้อยแล้ว"
"Action","การกระทำ"
"Actions","การกระทำ"
"Actions XML","การกระทำ XML"
"Active","ทำงาน"
"Add","เพิ่ม"
"Add Contents Path","เพิ่มพาทเนื้อหา"
"Add Exception","เพิ่มข้อยกเว้น"
"Add Field Mapping","เพิ่มฟิลด์ Mapping"
"Add Field with URL:","เพื่มฟิลด์ด้วย URL:"
"Add Gift Card","เพิ่มบัตรของขวัญ"
"Add Maintainer","เพิ่มผู้ดูแล"
"Add New Image","เพิ่มรูปภาพใหม่"
"Add New Profile","เพิ่มโปรไฟล์ใหม่"
"Add New Role","เพิ่มบทบาทใหม่"
"Add New Template","เพิ่มเทมเพลตใหม่"
"Add New Urlrewrite","เพิ่ม Urlrewrite ใหม่"
"Add New User","เพิ่มผู้ใช้ใหม่"
"Add New osCommerce Profile","เพิ่่มโปรไฟล์ osCommerce ใหม่"
"Add PHP Extension dependency","เพิ่มส่วนเสริม PHP Extension "
"Add Package dependency","เพิ่มแพ็คเกจเสริม"
"Add Subpackage dependency","เพิ่มแพ็คเกจย่อยเสริม"
"Add Urlrewrite","เพิ่ม Urlrewrite"
"Add Urlrewrite for a Category","เพิ่ม Urlrewrite สำหรับประเภท"
"Add Urlrewrite for a Product","เพิ่ม Urlrewrite สำหรับสินค้า"
"Add after","เพิ่มภายหลัง"
"Add new Role","เพิ่มบทบาทใหม่"
"Add new store view map","เพิ่มมุมมองแผนที่ร้านค้าใหม่"
"Address Type:","ประเภทที่อยู่:"
"Admin","ผู้ดุแลระบบ"
"Advanced Admin Section","Advanced Admin Section"
"Advanced Profiles","โปรไฟล์ขั้นสูง"
"Advanced Section","Advanced Section"
"Aggregate Order","ยอดรวมคำสั่งซื้อ"
"All","ทั้งหมด"
"All Allowed Countries","ประเทศที่อนุญาตทั้งหมด"
"All Cache","ทุกแคช"
"All Files","ทุกไฟล์"
"All Store Views","ทุกมุมมองร้านค้า"
"All Tags","ทุกแท็ก"
"All Websites","ทุกเว็บไซต์"
"All countries","ทุกประเทศ"
"All fields","ทุกขอบเขต"
"All possible rates were fetched, click on ""Save"" to apply","เอาทุกอัตราที่เป็นไปได้, คลิกบน ""บันทึก"" เพื่อใช้งาน"
"All rates were fetched, click on ""Save"" to apply","เอาทุกอัตรา, คลิกบน ""บันทึก"" เพื่อใช้งาน"
"All valid rates successfully saved","บันทึกทุกอัตราที่ถูกต้องเรียบร้อยแล้ว"
"Amounts","จำนวน"
"Any","ทั้งหมด"
"Any Attribute Set","ชุดคุณลักษณะใดๆ"
"Any Group","กลุ่มใดก็ได้"
"Any Status","สถานะใด ๆ"
"Any Store","ร้านค้าใด ๆ"
"Any Type","ประเภทใด ๆ"
"Any Visibility","การมองเห็นใดๆ"
"Api Key","Api Key"
"Api Key Confirmation","การยืนยัน Api Key"
"Archive file name:","ชื่อแฟ้มเก็บไฟล์:"
"Are you sure that you want to delete this template?","คุณแนว่าต้องการลบเทมเพลตนี้?"
"Are you sure that you want to strip tags?","คุณแน่ใจว่าต้องการถอน tags?"
"Are you sure you want to do this?","คุณแน่ใจว่าต้องการทำสิ่งนี้?"
"Are you sure you wish to INSTALL all selected packages?","คุณแน่ใจว่าต้องการที่จะติดตั้งแพ็คเกจที่เลือกทั้งหมด?"
"Are you sure you wish to UNINSTALL all selected packages?","คุณแน่ใจว่าต้องการที่จะถอนการติดตั้งแพ็คเกจที่เลือกทั้งหมด"
"Are you sure you wish to UPGRADE all selected packages?","คุณแน่ใจว่าต้องการที่จะปรับปรุงแพ็คเกจที่เลือกทั้งหมด?"
"Area","พื้นที่"
"Assigned","กำหนด"
"Attribute Set Name:","ชื่อชุดคุณลักษณะ:"
"Attribute set successfully saved.","บันทึกชุดคุณลักษณะเรีบยร้อยแล้ว."
"Attribute set was successfully removed.","ลบชุดคุณลักษณะเรียบร้อยแล้ว."
"Attributes","คุณลักษณะ"
"Available Products","สินค้าที่มีอยู่"
"Available Version","เวอร์ชั่นที่มีอยู่"
"Average Order Amount","จำนวนคำสั่งซื้อเฉลี่ย"
"Average Orders","ออเดอร์เฉลี่ย"
"Back","กลับ"
"Back to Login","กลับไปหน้าลงทะเบียน"
"Back to local packages","กลับไปยังแพ็คเกจพื้นฐาน"
"Backup","สำรองข้อมูล"
"Backup record was deleted","บันการสำรองข้อมูลถูกลบ"
"Backup successfully created","สร้างการสำรองข้อมูลสำเร็จ"
"Backups","สำรองข้อมูล"
"Base currency","สกุลเงินพื้นฐาน"
"Bcc","Bcc"
"Bestsellers","อันดับขายดี"
"Big Image","ภาพขนาดใหญ่"
"Billing Address","ใบเสร็จรับเงิน"
"Billing address","ใบเสร็จรับเงิน"
"Block Information","บล็อคข้อมูล"
"Both (without and with tax)","ทั้งสอง (โดยไม่มี และ มี ภาษี)"
"Browse Available Extensions","คันหา ส่วนขยาย ที่มีอยู่"
"Browse Available Remote Extensions","คันหา รีโมทส่วนขยาย ที่มีอยู่"
"Browse Files...","ค้นหาไฟล์..."
"Bundle Items","กลุ่มรายการ"
"Bundle with dynamic pricing cannot include custom defined options. Options will not be saved.","Bundle with dynamic pricing cannot include custom defined options. Options will not be saved."
"CRITICAL","การวิจารณ์"
"CSV","CSV"
"CSV / Tab separated","CSV / แท็บคั่น"
"Cache Control","ควบคุมแคช"
"Cache Control (beta)","แคชควบคุม (เบต้า)"
"Cache Management","การจัดการแคช"
"Can not add new comment.","ไม่สามารถเพิ่มข้อคิดเห็นใหม่."
"Can not add tracking number.","ไม่สามารถเพิ่มหมายเลขแทร็ค."
"Can not delete tracking number.","ไม่สามารถลบหมายเลขแทร็ค."
"Can not do credit memo for order","ไม่สามารถทำใบลดหนี้สำหรับคำสั่งซื้อ"
"Can not do invoice for order","ไม่สามารถทำใบแจ้งราคาสินค้าสำหรับคำสั่งซื้อ"
"Can not do shipment for order separate from invoice.","ไม่สามารถดำเนินการจัดส่งสินค้าสำหรับการสั่งซื้อสินค้าที่แยกจากใบแจ้งหนี้."
"Can not do shipment for order.","ไม่สามารถทำการส่งสินค้าสำหรับคำสั่งซื้อ."
"Can not initialize shipment for adding tracking number.","ไม่สามารถจัดเตรียมการส่งสินค้าสำหรับเพิ่มหมายเลขแทร็ค."
"Can not initialize shipment for delete tracking number.","ไม่สามารถจัดเตรียมการส่งสินค้าสำหรับลบหมายเลขแทร็ค."
"Can not load track with retrieving identifier.","ไม่สามารถโหลดแทร็กพร้อมด้วยการกู้คืน identifier."
"Can not retrieve tracking number detail.","ไม่สามารถกู้คืน รายละเอียดหมายเลขแทร็ค."
"Can not save credit memo","ไม่สามารถบันทึกใบลดหนี้"
"Can not save invoice","ไม่สามารถบันทึกใบส่งสินค้า"
"Can not save shipment.","ไม่สามารถบันทึกการส่งสินค้า."
"Can not send shipment information.","ไม่สามารถส่งข้อมูลการส่งสินค้า."
"Can not update item qty","ไม่สามารถปรับปรุงจำนวนรายการ"
"Can't delete design change","ไม่สามารถลบดีไซต์ที่เปลี่ยนแปลง"
"Can\'t find email address.","ไม่พบอีเมลล์."
"Cancel","ยกเลิก"
"Card Verification Number","การตรวจสอบหมายเลขบัตร"
"Catalog","รายการสินค้า"
"Catalog Index rebuild error. Please try again later","สรา้งรายการสินค้าใหม่ผิดพลาด. โปรดลองอีกครั้งภายหลัง"
"Catalog Index was rebuilt successfully","สร้า้งรายการสินค้าใหม่สำเร็จ"
"Catalog Rewrites","เขียนรายการสินค้าใหม่"
"Catalog Rewrites was refreshed successfully","เขียนรายการสินค้าใหม่แล้ว"
"Catalog Rewrites were refreshed successfully","เขียนรายการสินค้าใหม่แล้ว"
"CatalogInventory Stock Status rebuild error. Please try again later","CatalogInventory ร้านค้าผิดพลาดขณะสร้างใหม่. กรุณาลองอีกครังภายหลัง"
"CatalogInventory Stock Status was rebuilt successfully","CatalogInventory ร้านค้าสร้างใหม่สำเร็จ"
"Category","ประเภท"
"Category:","ประเภท:"
"Changelog","เปลี่ยน log"
"Channel","ช่องทาง"
"Channel:","ช่องทาง:"
"Checkbox","Checkbox"
"Choose Store View","เลือกมุมมองร้านค้า"
"Choose an attribute","เลือกคุณลักษณะ"
"Clear","เคลียร์"
"Close","ปิด"
"Comment text field can not be empty.","ช่องแสดงความคิดเห็นห้ามว่าง."
"Comments History","ข้อคิดเห็นที่ผ่านมา"
"Complete","เสร็จ"
"Configuration","การตั้งค่า"
"Configuration successfully saved","บันทึกการตั้งค่า"
"Confirmed email:","ได้รับการยืนยันอีเมลล์แล้ว:"
"Conflicts","ความขัดแย้ง"
"Connect with the Magento Community","Connect with the Magento Community"
"Content","เนื้อหา"
"Contents","เนื้อหา"
"Convert to Plain Text","เปลี่ยนเป็นข้อความธรรมดา"
"Cookie (Unsafe)","Cookie (Unsafe)"
"Country","ประเทศ"
"Country:","ประเทศ:"
"Coupon Code","รหัสคูปอง"
"Coupons","คูปอง"
"Create","สร้าง"
"Create DB Backup","สร้างการสำรองฐานข้อมูล"
"Create Extension Package","สร้างแพ็คเกจ Extension"
"Create New Attribute","สร้างคุณลักษณะใหม่"
"Create New Staging Store View","สร้าง Staging มุมมองร้า้นค้าใหม่"
"Create Urlrewrite:","สร้าง Urlrewrite:"
"Create a backup","สร้างการสำรองข้อมูล"
"Created At","สร้างเมื่อ"
"Credit Card Number","หมายเลขบัตรเครดิต"
"Credit Card Number: xxxx-%s","หมายเลขบัตรเครดิต: xxxx-%s"
"Credit Card Type","ประเภทบัตรเครดิต"
"Credit Card Type: %s","ประเภทบัตรเครดิต: %s"
"Credit Memo #%s comment added","ใบลดหนี้ #%s เพิ่มข้อคิดเห็น"
"Credit Memo #%s created","ใบลดหนี้ #%s สร้าง"
"Credit Memo History","ประวัติใบลดหนี้"
"Credit Memo Totals","ใบลดหนี้ทั้งหมด"
"Credit Memo cancel error.","การยกเลิกใบลดหนี้ผิดพลาด."
"Credit Memo total must be positive.","ใบลดหนี้ทั้งหมดต้องเชื่อถือได้."
"Credit Memo void error","ผิดพลาดใบลดหนี้เป็นโมฆะ"
"Credit Memo was successfully canceled.","ยกเลิกใบลดหนี้เรียบร้อยแล้ว."
"Credit Memo was successfully created","สร้างใบลดหนี้เรียบร้อยแล้ว"
"Credit Memo was successfully voided","ใบลดหนี้ถูกยกเลิก"
"Currency","สกุลเงิน"
"Currency Information","ข้อมูลสกุลเงิน"
"Currency Setup Section","ตั้งค่าเซ็คชั่นสกุลเงิน"
"Current Configuration Scope:","ขอบเขตการตั้งค่าปัจจุบัน:"
"Current Release Information","ข้อมูลที่แสดงในปัจจุบัน"
"Custom","กำหนดเอง"
"Customer","ลูกค้า"
"Customer Group:","กลุ่มลูกค้า:"
"Customer Name","ชื่อลูกค้า"
"Customer Since:","ลูกค้าตั้งแต่:"
"Customer was deleted","ลบลูกค้าแล้ว"
"Customer was successfully saved","บันทึกลูกค้าแล้ว"
"Customer with the same email already exists.","ลูกค้ามีอีเมลล์อยู่แล้ว."
"Customers","ลูกค้า"
"DHTML Date/Time Selector","DHTML Date/Time Selector"
"Dashboard","แผงควบคุม"
"Data Format","รูปแบบข้อมูล"
"Data transfer:","การส่งข้อมูล:"
"Date","วันที่"
"Date & Time","วันที่ & เวลา"
"Date Added","เพิ่มวันที่แล้ว"
"Date Updated","แก้ไขวันที่แล้ว"
"Date selection:","ตัวเลือกวันที่:"
"Date selector","เลือกวันที่"
"Date:","วันที่:"
"Day","วัน"
"Decimal separator:","ตัวแบ่งทศนิยม:"
"Default (Admin) Values","ค่าที่เป็นค่าเริ่มต้น(ผู้ดูแลระบบ)"
"Default Config","ตั้งค่าตามค่าเริ่มต้น"
"Default Template from Locale","เทมเพลตเริ่มต้นจากพื้นฐาน"
"Default Values","ค่าเริ่มต้น"
"Default display currency ""%s"" is not available in allowed currencies","แสดงค่าเริ่มต้นสกุลเงิน ""%s"" ไม่มีอยู่ในสกุลเงินที่อนุญาต"
"Default scope","ขอบเขตค่าเริ่มต้น"
"Delete","ลบ"
"Delete %s","ลบ %s"
"Delete %s '%s'","ลบ %s '%s'"
"Delete Profile","ลบโปรไฟล์"
"Delete Role","ลบบทบาท"
"Delete Store View","ลบมุมมองร้านค้า"
"Delete Template","ลบเทมเพลต"
"Delete User","ลบผู้ใช้"
"Delete Website","ลบเว็บไซต์"
"Dependencies","การพึ่งพา"
"Description","รายละเอียด"
"Description:","รายละเอียด:"
"Design","ดีไซน์"
"Design Section","ดีไซน์ เซ็คชั่น"
"Design change deleted","ลบการเปลี่ยนแปลงดีไซต์"
"Design change saved","บันทึกการเปลี่ยนแปลงดีไซต์"
"Developer Section","เซ็คชั่นผู้พัฒนา"
"Direction:","การควบคุม:"
"Disable","ปิดการใช้งาน"
"Disabled","ปิดการใช้งาน"
"Discount Amount","จำนวนส่วนลด"
"Display %s first","แสดง %s ก่อน"
"Display default currency","แสดงสกุลเงินเริ่มต้น"
"Distributed under GNU LGPL. See %s for details.","Distributed under GNU LGPL. See %s for details."
"Do you really want to KILL parallel process and start new indexing process?","Do you really want to KILL parallel process and start new indexing process?"
"Done By:","เสร็จสิ้นโดย:"
"Done by:","เสร็จสิ้นโดย:"
"Download Remote File","ดาวน์โหลด Remote ไฟล์"
"Download and Install","ดาวน์โหลดและติดตั้ง"
"Downloading and installing $pkg, please wait...","กำลังดาวน์โหลดและติดตั้ง $pkg, โปรดรอสักครู่..."
"Drag to move","ลากเพื่อย้าย"
"Drop-down","Drop-down"
"Edit","แก้ไข"
"Edit Email Template","แก้ไขอีเมลล์เทมเพลต"
"Edit Poll","แก้ไขโพล"
"Edit Role","แก้ไขบทบาท"
"Edit Store View","แก้ไขมุมมองร้านค้า"
"Edit System Template","แก้ไขเทมเพลตของระบบ"
"Edit Tag","แก้ไข Tag"
"Edit Template","แก้ไขเทมเพลต"
"Edit Urlrewrite","แก้ไข Urlrewrite"
"Edit User","แก้ไขผู้ใช้"
"Edit User '%s'","แก้ไขผู้ใช้ '%s'"
"Edit Website","แก้ไขเว็บไซต์"
"Email","อีเมลล์"
"Email Address:","ที่อยูู่อีเมลล์:"
"Email Preview","แสดงตัวอย่างอีเมลล์"
"Email address is empty.","ที่อยู่อีเมลล์๋ว่าง."
"Email to a Friend","ส่งอีเมลล์ไปยังเพื่อน"
"Email:","อีเมลล์:"
"Enable","เปิดใช้งาน"
"Enabled","เปิดใช้งาน"
"Enclose Values In:","แนบค่าไว้ใน:"
"Entity Type","ประเภท เอกลักษณ์"
"Entity type:","ประเภท เอกลักษณ์:"
"Error uploading the file","พบข้อผิดพลาดขณะอัพโหลดไฟล์"
"Error while cleared Image cache. Please try again later","ผิดพลาดขณะเคลียร์แคชรูปภาพ. กรุณาลองใหม่อีกครั้งภายหลัง"
"Error while create backup. Please try again later","ผิดพลาดขณะสร้างสำรองข้อมูล. กรุณาลองใหม่อีกครั้งภายหลัง"
"Error while deleting this role. Please try again later.","พบข้อผิดพลาดขณะลบบทบาทนี้ กรุณาลองใหมอีกครั้ง."
"Error while deleting this set.","พบข้อผิดพลาดขณะลบชุดนี้."
"Error while deleting this template. Please try again later.","เกิดข้อผิดพลาดขณะลบเทมเพลตนี้. โปรดลองอีกครั้งภายหลัง."
"Error while finished process. Please refresh cache","ผิดพลาดขณะสิ้นสุดขบวนการ. กรุณารีเฟรชแคช"
"Error while refreshed Catalog Rewrites. Please try again later","ผิดพลาดระหว่างเขียนรายการสินค้าใหม่.กรุณาลองใหม่อีกครั้งภายหลัง"
"Error while refreshed Layered Navigation Indices. Please try again later","ผิดพลาดระหว่างรีเฟรช Layered Navigation Indices. .กรุณาลองใหม่อีกครั้งภายหลัง"
"Error while saving account. Please check all required fields","เกิดข้อผิดพลาดขณะบันทึกบัญชี. โปรดตรวจสอบฟิลด์ที่จำเป็นทั้งหมด"
"Error while saving account. Please try again later","ผิดพลาดขณะบันทึกบัญชีผู้ใช้. กรุณาลองใหม่อีกครั้งภายหลัง"
"Error while saving this configuration: ","พบข้อผิดพลาดขณะบันทึกการตั้งค่านี้:"
"Error while saving this role. Please try again later.","พบข้อผิดพลาดขณะบันทึกบทบาทนี้. กรุณาลองใหม่อีกครั้ง."
"Error while saving this template. Please try again later.","เกิดข้อผิดพลาดขณะบันทึกเทมเพลตนี้. โปรดลองอีกครั้งภายหลัง."
"Error while updating selected review(s). Please try again later.","พบข้อผิดพลาดขณะอัพเดทบทวิจารณ์ที่เลือก. กรุณาลองใหม่อีกครั้ง."
"Excl. Tax","ยกเว้น. ภาษี"
"Exclude","ยกเว้น"
"Exclude (comma separated)","ยกเว้น (แยกด้วยจุลภาค)"
"Expiration Date","วันหมดอายุ"
"Expiration Date: %s/%s","วันหมดอายุ: %s/%s"
"Export","ส่งออก"
"Export CSV","ส่งออก CSV"
"Export Filters","ส่งออกตัวกรอง"
"Export to:","ส่งออกไปยัง:"
"Export:","ส่งออก:"
"Extension","ส่วนขยาย"
"Extension Name","ชื่อ ส่วนขยาย"
"Extensions","ส่วนขยาย"
"FTP Host[:Port]","FTP Host[:Port]"
"Failed to add a product to cart by id ""%s""","เพิ่มสินค้าไปยังรถเข็นล้มเหลวโดย id ""%s"""
"Failed to load %1$s.xml or %1$s.ser","โหลดล้มเหลว %1$s.xml หรือ %1$s.ser"
"Field","ฟิลด์"
"Field Mapping","ฟิลด์ Mapping"
"File","ไฟล์"
"File Information","ข้อมูลไฟล์"
"File name:","ชื่อไฟล์:"
"File size should be more than 0 bytes","ขนาดของไฟล์ต้องมากกว่า 0 bytes"
"Final Price","ราคาสุดท้าย"
"Finished profile execution.","การจัดการโปรไฟล์เสร็จแล้ว."
"First Name","ชื่อ"
"First Name:","ชื่อ:"
"Firstname","ชื่อ"
"Fixed","คงที่"
"Flat Catalog Category rebuild error","ผิดพลาดขณะสร้างประเภท Flat Catalog "
"Flat Catalog Category was rebuilt successfully","สร้างประเภท Flat Catalog สำเร็จ"
"Flat Catalog Product rebuild error. Please try again later","สร้าง Flat Catalog สินค้าผิดพลาด. กรุณาลองใหม่อีกครั้งภายหลัง"
"Flat Catalog Product was rebuilt successfully","สร้าง Flat Catalog สินค้าสำเร็จ"
"Folder","โฟลเดอร์"
"For category","สำหรับ ประเภทสินค้า"
"For latest version visit: %s","สำหรับเยี่ยมชมเวอร์ชันล่าสุด: %s"
"For product","สำหรับสินค้า"
"Forgot your password?","ลืมรหัสผ่าน?"
"Forgot your user name or password?","ลืมชื่อผู้ใช้หรือรหัสผ่าน?"
"From","จาก"
"Gb","Gb"
"General Information","ข้อมูลทั่วไป"
"General Section","เซ็คชั่นทั่งไป"
"Get Image Base64","เรียกรูป Base64"
"Get help for this page","เรียกหน้าสำหรับช่วยเหลือ"
"Global Attribute","คุณลักษณะโดยรวม"
"Global Record Search","ค้นหาข้อมูลทั้งหมด"
"Global Search","ค้นหาข้อมูลทั้งหมด"
"Go Today","ไปยังวันนี้"
"Google Base","Google Base"
"Google Base Items","Google Base Items"
"Grand Total","รวมทั้งหมด"
"Grid (default) / List","Grid (default) / List"
"Grid only","Grid เท่านั้น"
"Group:","กลุ่ม:"
"Guest","ลูกค้า"
"HTTP (unsecure)","HTTP (unsecure)"
"HTTPS (SSL)","HTTPS (SSL)"
"Help Us Keep Magento Healthy - Report All Bugs","ช่วยกันทำให้ Magento ดียิ่งขึ้น - รายงานบั๊คทั้งหมด"
"Home","หน้าแรก"
"ID","รหัส"
"ID Path","ID Path"
"IP Address","IP Address"
"If this message persists, please contact the store owner.","ถ้าข้อความยังคงอยู่, โปรดติดต่อเจ้าของร้า้น."
"Ignore","ไม่สนใจ"
"Image cache was cleared successfully","เคลียร์แคชรูปภาพเรีบยร้อยแล้ว"
"Images","รูปภาพ"
"Images (.gif, .jpg, .png)","รูปภาพ (.gif, .jpg, .png)"
"Images Cache","แคชรูปภาพ"
"Import","นำเข้า"
"Import Service","บริการนำเข้า"
"Import/Export","นำเข้า/ส่งออก"
"Import/Export Advanced","นำเข้า/ส่งออก ขั้นสูง"
"Import/Export Profile","นำเข้า/ส่งออก โปรไฟล์"
"Imported <strong>%s</strong> records","นำเข้า <strong>%s</strong> บันทึก"
"In","ใน"
"In Database:","ในฐานข้อมูล:"
"In File:","ในไฟล์:"
"Inactive","ไม่ทำงาน"
"Incl. Tax","รวม. ภาษี"
"Include","รวม"
"Incoming Message","มีข้อความเข้า"
"Individual Item","สินค้าแต่ละรายการ"
"Install","ติดตั้ง"
"Install Package File","ติดตั้งแพ็ตเกจไฟล์"
"Installed As","ติดตั้งเป็น"
"Installed Extension Info","ข้อมูลการติดตั้งส่วนขยาย"
"Installed Version","เวอร์ชั่นที่ติดตั้ง"
"Installing $pkg, please wait...","กำลังติดตั้ง $pkg, กรุณารอสักครู่..."
"Installing selected packages, please wait...","กำลังติดตั้งแพ็คเกจที่เลือก,กรุณารอสักครู่..."
"Instant Payment Notification (IPN)","แจ้งการชำระเงินแบบด่วน (IPN)"
"Interactive","ทำงานร่วมกัน"
"Interface Locale: %s","การแสดงผลภาษา: %s"
"Invalid Form Key. Please refresh the page.","รูปแบบคีย์ไม่ถูกต้อง. โปรดรีเฟรชหน้านี้."
"Invalid Import Service Specified","การระบุบริการนำเข้าไม่ถูกต้อง"
"Invalid POST data (please check post_max_size and upload_max_filesize settings in you php.ini file)","ข้อมูล POST ไม่ถูกต้อง (กรุณาตรวจสอบ post_max_size และ upload_max_filesize ตั้งค่าในไฟล์ php.ini ของคุณ)"
"Invalid Secret Key. Please refresh the page.","คีย์ลับไม่ถูกต้อง. โปรดรีเฟรชหน้านี้."
"Invalid URL","URL ไม่ถูกต้อง"
"Invalid Username or Password.","ชื่อผู้ใช้หรือรหัสผ่านไม่ถูกต้อง."
"Invalid directory: %s","ไดเรททอรี่ไม่ถูกต้อง: %s"
"Invalid email address ""%s""","ที่อยู่อีเมลล์ไม่ถูกต้อง  ""%s"""
"Invalid file: %s","ไฟล์ไม่ถูกต้อง: %s"
"Invalid input data for %s => %s rate","ข้อมูลที่ป้อนเข้าสู่ระบบไม่ถูกต้องสำหรับ %s => %s อัตรา"
"Invalid input:","ใส่ข้อมูลไม่ถูกต้อง:"
"Invalid parrent block for this block","parrent block ไม่ถูกต้อง สำหรับ block นี้"
"Invalid section value","ค่า เซ็คชั่น ไม่ถูกต้อง"
"Invalid sender name ""%s""","ชื่อผู้ส่งไม่ถูกต้อง ""%s"""
"Invalid store value","ค่าร้านค้าไม่ถูกต้อง"
"Invalid website value","ค่าของเว็บไซต์ไม่ถูกต้อง"
"Inventory Stock Status","สถานะสินค้าคงคลังร้านค้า"
"Invoice #%s comment added","ใบแจ้งราคาสินค้า #%s แสดงความคิดเห็น"
"Invoice #%s created","ใบแจ้งราคาสินค้า #%s ถูกสร้างแล้ว"
"Invoice History","ประวัติใบแจ้งราคาสินค้า"
"Invoice Totals","ใบแจ้งราคาสินค้าทั้งหมด"
"Invoice and shipment was successfully created.","สร้างใบแจ้งราคาสินค้าและการส่งสินค้าเรีบยร้อยแล้ว."
"Invoice cancel error.","การยกเลิกใบแจ้งราคาสินค้าผิดพลาด."
"Invoice capture error","การยึดใบแจ้งราคาสินค้าผิดพลาด"
"Invoice void error","ผิดพลาดใบแจ้งราคาสินค้าเป็นโมฆะ"
"Invoice was successfully canceled.","ยกเลิกใบแจ้งราคาสินค้าเรียบร้อยแล้ว."
"Invoice was successfully captured","ยึดใบแจ้งราคาสินค้าเรียบร้อยแล้ว"
"Invoice was successfully created.","สร้างใบแจ้งราคาสินค้าเรียบร้อยแล้ว."
"Invoice was successfully voided","ใบแจ้งราคาสินค้าถูกยกเลิกเรียบร้อยแล้ว"
"Issue Number","จำนวนที่ส่งออกไป"
"Issuer: %s","Issuer: %s"
"Items","รายการ"
"Kb","Kb"
"Last 24 hours","24 ชั่วโมงล่าสุด"
"Last 5 Orders","คำสั่งซื้อ 5 คำสั่งซื้อล่าสุด"
"Last 5 Search Terms","คำค้นหา 5 รายการล่าสุด"
"Last 7 days","7 วันล่าสุด"
"Last Logged In (%s):","อยู่ในระบบล่าสุด (%s):"
"Last Logged In:","อยู่ในระบบล่าสุด:"
"Last Month","เดื่อนล่าสุด"
"Last Name","นามสกุล"
"Last Name:","นามสกุล:"
"Lastname","ชื่อล่าสุด"
"Latest Message:","ข้อความล่าสุด:"
"Layered Navigation Indices","Layered Navigation Indices"
"Layered Navigation Indices was refreshed successfully","Layered Navigation Indices was refreshed successfully"
